,word,index,frequency
859,construction,859,-7.445121741151674
860,kneeling,860,-7.445121741151674
861,see,861,-7.445121741151674
862,lunch,862,-7.450223793035569
863,sunset,863,-7.452784613897244
864,boarder,864,-7.457926013397662
865,electronic,865,-7.463093983556105
866,monitors,866,-7.463093983556105
867,graze,867,-7.463093983556105
868,new,868,-7.46568801873315
869,turn,869,-7.468288800433209
870,tied,870,-7.468288800433209
871,ceiling,871,-7.4735107444143605
872,arranged,872,-7.476131977894234
873,kind,873,-7.481395147938509
874,overlooking,874,-7.484037157401348
875,machine,875,-7.486686165572925
876,pointing,876,-7.486686165572925
877,pastries,877,-7.492005327050524
878,closed,878,-7.492005327050524
879,coat,879,-7.494675555606403
880,tan,880,-7.494675555606403
881,pots,881,-7.497352933377119
882,vegetable,882,-7.497352933377119
883,curtain,883,-7.500037498747789
884,pond,884,-7.500037498747789
885,messy,885,-7.5027292904135
886,cage,886,-7.5027292904135
887,sale,887,-7.508134708980407
888,wide,888,-7.5108484148520045
889,rider,889,-7.5108484148520045
890,type,890,-7.5108484148520045
891,says,891,-7.5108484148520045
892,roof,892,-7.519033999438443
893,pie,893,-7.5245285187560835
894,himself,894,-7.527287141195163
895,pasta,895,-7.527287141195163
896,narrow,896,-7.5300533946880535
897,transit,897,-7.5300533946880535
898,urban,898,-7.53282732157078
899,picnic,899,-7.535608964532656
900,veggies,900,-7.535608964532656
901,towels,901,-7.538398366620235
902,toilets,902,-7.538398366620235
903,overhead,903,-7.544000622168905
904,sea,904,-7.544000622168905
905,fashioned,905,-7.54681356354552
906,bite,906,-7.54681356354552
907,fighter,907,-7.54681356354552
908,chips,908,-7.54681356354552
909,tour,909,-7.5524632960876374
910,fancy,910,-7.555300177422838
911,bottom,911,-7.560998198537476
912,antique,912,-7.560998198537476
913,loaded,913,-7.563859430818507
914,ear,914,-7.563859430818507
915,toys,915,-7.563859430818507
916,device,916,-7.563859430818507
917,walkway,917,-7.566728873246461
918,action,918,-7.566728873246461
919,hold,919,-7.569606573074076
920,reads,920,-7.569606573074076
921,signal,921,-7.569606573074076
922,pepperoni,922,-7.569606573074076
923,sides,923,-7.57249257796321
924,gets,924,-7.57249257796321
925,gold,925,-7.575386935989576
926,plain,926,-7.578289695647536
927,colors,927,-7.578289695647536
928,smoke,928,-7.58412061595833
929,petting,929,-7.58412061595833
930,shade,930,-7.587048875737418
931,doorway,931,-7.587048875737418
932,suits,932,-7.587048875737418
933,net,933,-7.589985735410728
934,giving,934,-7.592931245640484
935,photos,935,-7.595885457537916
936,object,936,-7.595885457537916
937,still,937,-7.595885457537916
938,short,938,-7.595885457537916
939,kinds,939,-7.595885457537916
940,rest,940,-7.598848422668572
941,wrapped,941,-7.60182019305773
942,scooter,942,-7.60182019305773
943,was,943,-7.604800821195868
944,cloth,944,-7.607790360044234
945,grill,945,-7.607790360044234
946,leash,946,-7.613796384104447
947,pastry,947,-7.613796384104447
948,baked,948,-7.613796384104447
949,clothing,949,-7.616812977643871
950,carrot,950,-7.619838698560409
951,beneath,951,-7.625917744636791
952,hole,952,-7.625917744636791
953,held,953,-7.632033971654227
954,leading,954,-7.632033971654227
955,commuter,955,-7.632033971654227
956,leather,956,-7.632033971654227
957,winter,957,-7.635106170691197
958,structure,958,-7.635106170691197
959,ties,959,-7.635106170691197
960,make,960,-7.638187837228605
961,do,961,-7.638187837228605
962,steam,962,-7.638187837228605
963,houses,963,-7.638187837228605
964,prepared,964,-7.641279029798278
965,blurry,965,-7.644379807476527
966,contains,966,-7.647490229890918
967,appears,967,-7.647490229890918
968,lies,968,-7.647490229890918
969,racing,969,-7.647490229890918
970,partially,970,-7.656879970240759
971,pier,971,-7.660029579143654
972,pants,972,-7.666358714195303
973,vanity,973,-7.672728162480782
974,what,974,-7.672728162480782
975,pedestrians,975,-7.672728162480782
976,ship,976,-7.672728162480782
977,decorative,977,-7.672728162480782
978,six,978,-7.675928165211452
979,features,979,-7.675928165211452
980,electric,980,-7.675928165211452
981,palm,981,-7.679138440841701
982,used,982,-7.682359055541744
983,containers,983,-7.685590076123189
984,peppers,984,-7.688831570047361
985,officer,985,-7.688831570047361
986,opened,986,-7.692083605433737
987,rainy,987,-7.692083605433737
988,bow,988,-7.698619576413524
989,tomato,989,-7.698619576413524
990,apartment,990,-7.705198547511566
991,bunches,991,-7.705198547511566
992,farm,992,-7.705198547511566
993,use,993,-7.708504335646065
994,railing,994,-7.708504335646065
995,harbor,995,-7.708504335646065
996,streets,996,-7.708504335646065
997,residential,997,-7.711821088272059
998,lettuce,998,-7.711821088272059
999,island,999,-7.715148878364733
1000,hard,1000,-7.715148878364733
1001,sail,1001,-7.715148878364733
1002,model,1002,-7.718487779630248
1003,produce,1003,-7.72183786651553
1004,flight,1004,-7.72183786651553
1005,sheet,1005,-7.725199214218236
1006,outfit,1006,-7.728571898696874
1007,ripe,1007,-7.728571898696874
1008,papers,1008,-7.728571898696874
1009,waits,1009,-7.7319559966811156
1010,stack,1010,-7.7319559966811156
1011,shopping,1011,-7.735351585682253
1012,includes,1012,-7.738758744003867
1013,beans,1013,-7.738758744003867
1014,soda,1014,-7.738758744003867
1015,deck,1015,-7.742177550752652
1016,tiny,1016,-7.749050430040416
1017,foreground,1017,-7.749050430040416
1018,lid,1018,-7.752504664908503
1019,hats,1019,-7.752504664908503
1020,ladies,1020,-7.755970872884989
1021,cap,1021,-7.755970872884989
1022,smart,1022,-7.755970872884989
1023,garage,1023,-7.7594491372613135
1024,these,1024,-7.7594491372613135
1025,tooth,1025,-7.762939542201082
1026,tow,1026,-7.762939542201082
1027,sheets,1027,-7.762939542201082
1028,upside,1028,-7.766442172752285
1029,nose,1029,-7.766442172752285
1030,barn,1030,-7.766442172752285
1031,brightly,1031,-7.769957114859729
1032,makes,1032,-7.769957114859729
1033,here,1033,-7.769957114859729
1034,happy,1034,-7.769957114859729
1035,ketchup,1035,-7.769957114859729
1036,noodles,1036,-7.773484455377698
1037,remotes,1037,-7.773484455377698
1038,directions,1038,-7.773484455377698
1039,snowboards,1039,-7.777024282082822
1040,rural,1040,-7.777024282082822
1041,sliding,1041,-7.780576683687189
1042,heads,1042,-7.780576683687189
1043,displaying,1043,-7.784141749851685
1044,lift,1044,-7.784141749851685
1045,i,1045,-7.784141749851685
1046,bacon,1046,-7.784141749851685
1047,part,1047,-7.784141749851685
1048,bush,1048,-7.787719571199569
1049,personal,1049,-7.791310239330297
1050,propeller,1050,-7.791310239330297
1051,sized,1051,-7.794913846833596
1052,parade,1052,-7.794913846833596
1053,doll,1053,-7.794913846833596
1054,gas,1054,-7.794913846833596
1055,pavement,1055,-7.794913846833596
1056,patio,1056,-7.794913846833596
1057,mound,1057,-7.794913846833596
1058,alongside,1058,-7.798530487303784
1059,uniforms,1059,-7.798530487303784
1060,writing,1060,-7.802160255354364
1061,close-up,1061,-7.802160255354364
1062,persons,1062,-7.802160255354364
1063,vest,1063,-7.802160255354364
1064,stuff,1064,-7.805803246632864
1065,trays,1065,-7.805803246632864
1066,branches,1066,-7.805803246632864
1067,enclosed,1067,-7.809459557835975
1068,mug,1068,-7.809459557835975
1069,log,1069,-7.809459557835975
1070,aircraft,1070,-7.809459557835975
1071,touching,1071,-7.809459557835975
1072,but,1072,-7.813129286724937
1073,course,1073,-7.813129286724937
1074,rests,1074,-7.816812532141235
1075,platter,1075,-7.816812532141235
1076,pipe,1076,-7.82050939402256
1077,turned,1077,-7.82050939402256
1078,flags,1078,-7.82050939402256
1079,goats,1079,-7.82050939402256
1080,lines,1080,-7.824219973419096
1081,meters,1081,-7.824219973419096
1082,loading,1082,-7.824219973419096
1083,laid,1083,-7.827944372510078
1084,deep,1084,-7.827944372510078
1085,throws,1085,-7.827944372510078
1086,fun,1086,-7.827944372510078
1087,juice,1087,-7.827944372510078
1088,purse,1088,-7.831682694620685
1089,costume,1089,-7.831682694620685
1090,airliner,1090,-7.831682694620685
1091,sausage,1091,-7.831682694620685
1092,utensils,1092,-7.835435044239237
1093,smile,1093,-7.835435044239237
1094,dresser,1094,-7.835435044239237
1095,ducks,1095,-7.835435044239237
1096,smaller,1096,-7.839201527034712
1097,carpet,1097,-7.839201527034712
1098,jets,1098,-7.839201527034712
1099,pans,1099,-7.842982249874618
1100,frosting,1100,-7.842982249874618
1101,kicking,1101,-7.842982249874618
1102,tent,1102,-7.84677732084317
1103,itself,1103,-7.84677732084317
1104,sort,1104,-7.84677732084317
1105,disc,1105,-7.84677732084317
1106,approaching,1106,-7.850586849259837
1107,candle,1107,-7.854410945698241
1108,pick,1108,-7.854410945698241
1109,riders,1109,-7.858249722005407
1110,color,1110,-7.858249722005407
1111,attempting,1111,-7.858249722005407
1112,cover,1112,-7.858249722005407
1113,tea,1113,-7.862103291321397
1114,relaxing,1114,-7.869855268125715
1115,roll,1115,-7.869855268125715
1116,sailing,1116,-7.869855268125715
1117,sill,1117,-7.873753908541373
1118,growing,1118,-7.873753908541373
1119,chef,1119,-7.877667807862508
1120,uses,1120,-7.877667807862508
1121,greens,1121,-7.881597086002399
1122,mustard,1122,-7.881597086002399
1123,goes,1123,-7.885541864293415
1124,fake,1124,-7.885541864293415
1125,beige,1125,-7.885541864293415
1126,cones,1126,-7.885541864293415
1127,shoe,1127,-7.885541864293415
1128,leans,1128,-7.8895022655095115
1129,museum,1129,-7.8895022655095115
1130,missing,1130,-7.897470435158688
1131,pickup,1131,-7.901478456556227
1132,indoor,1132,-7.905502606855952
1133,rows,1133,-7.905502606855952
1134,hangs,1134,-7.909543016392957
1135,decorations,1135,-7.909543016392957
1136,collection,1136,-7.909543016392957
1137,ornate,1137,-7.909543016392957
1138,roadway,1138,-7.909543016392957
1139,mushrooms,1139,-7.909543016392957
1140,written,1140,-7.913599817088572
1141,egg,1141,-7.913599817088572
1142,runs,1142,-7.913599817088572
1143,power,1143,-7.9176731424762075
1144,elderly,1144,-7.9176731424762075
1145,terminal,1145,-7.9176731424762075
1146,fried,1146,-7.9176731424762075
1147,sweater,1147,-7.921763127727733
1148,american,1148,-7.921763127727733
1149,telephone,1149,-7.925869909680387
1150,lamps,1150,-7.925869909680387
1151,milk,1151,-7.925869909680387
1152,curtains,1152,-7.929993626864249
1153,falling,1153,-7.929993626864249
1154,rolling,1154,-7.929993626864249
1155,passes,1155,-7.934134419530279
1156,beverage,1156,-7.934134419530279
1157,performs,1157,-7.934134419530279
1158,bull,1158,-7.934134419530279
1159,crosswalk,1159,-7.938292429678944
1160,pulls,1160,-7.938292429678944
1161,jetliner,1161,-7.938292429678944
1162,shirtless,1162,-7.942467801089425
1163,spectators,1163,-7.942467801089425
1164,packed,1164,-7.942467801089425
1165,stunt,1165,-7.942467801089425
1166,sticks,1166,-7.94666067934946
1167,only,1167,-7.950871211885804
1168,toothbrushes,1168,-7.950871211885804
1169,built,1169,-7.950871211885804
1170,posted,1170,-7.950871211885804
1171,siting,1171,-7.950871211885804
1172,practicing,1172,-7.950871211885804
1173,formation,1173,-7.950871211885804
1174,mitt,1174,-7.950871211885804
1175,neatly,1175,-7.955099547995324
1176,wind,1176,-7.955099547995324
1177,wheels,1177,-7.955099547995324
1178,rope,1178,-7.955099547995324
1179,sports,1179,-7.967892899455235
1180,rear,1180,-7.967892899455235
1181,roses,1181,-7.967892899455235
1182,baskets,1182,-7.972193981354625
1183,electronics,1183,-7.972193981354625
1184,steep,1184,-7.972193981354625
1185,piled,1185,-7.972193981354625
1186,locomotive,1186,-7.972193981354625
1187,wagon,1187,-7.976513642499141
1188,wetsuit,1188,-7.976513642499141
1189,balls,1189,-7.980852044097739
1190,paved,1190,-7.985209349466695
1191,how,1191,-7.985209349466695
1192,landscape,1192,-7.985209349466695
1193,urinals,1193,-7.989585724066494
1194,ingredients,1194,-7.989585724066494
1195,bending,1195,-7.989585724066494
1196,wheel,1196,-7.989585724066494
1197,toast,1197,-7.989585724066494
1198,good,1198,-7.993981335539532
1199,tank,1199,-7.993981335539532
1200,hotdogs,1200,-7.993981335539532
1201,guitar,1201,-7.993981335539532
1202,2,1202,-7.9983963537486495
1203,fluffy,1203,-7.9983963537486495
1204,semi,1204,-7.9983963537486495
1205,stadium,1205,-7.9983963537486495
1206,skateboarders,1206,-8.002830950816515
1207,without,1207,-8.007285301165895
1208,pedestrian,1208,-8.007285301165895
1209,curled,1209,-8.007285301165895
1210,flown,1210,-8.007285301165895
1211,if,1211,-8.011759581560817
1212,glazed,1212,-8.011759581560817
1213,wires,1213,-8.016253971148656
1214,talks,1214,-8.016253971148656
1215,frame,1215,-8.016253971148656
1216,faces,1216,-8.020768651503182
1217,supplies,1217,-8.025303806668573
1218,tops,1218,-8.025303806668573
1219,workers,1219,-8.025303806668573
1220,block,1220,-8.025303806668573
1221,bucket,1221,-8.025303806668573
1222,art,1222,-8.025303806668573
1223,stick,1223,-8.025303806668573
1224,waters,1224,-8.025303806668573
1225,travels,1225,-8.025303806668573
1226,pitching,1226,-8.025303806668573
1227,tiles,1227,-8.029859623204434
1228,paint,1228,-8.029859623204434
1229,sculpture,1229,-8.029859623204434
1230,bride,1230,-8.029859623204434
1231,puppy,1231,-8.029859623204434
1232,pass,1232,-8.034436290231845
1233,we,1233,-8.034436290231845
1234,blankets,1234,-8.034436290231845
1235,dead,1235,-8.034436290231845
1236,jeans,1236,-8.039033999480475
1237,mirrors,1237,-8.039033999480475
1238,leg,1238,-8.039033999480475
1239,hits,1239,-8.04365294533677
1240,potted,1240,-8.04365294533677
1241,toaster,1241,-8.048293324893272
1242,garbage,1242,-8.048293324893272
1243,officers,1243,-8.048293324893272
1244,homemade,1244,-8.052955337999084
1245,stream,1245,-8.052955337999084
1246,downhill,1246,-8.052955337999084
1247,bunk,1247,-8.052955337999084
1248,pouring,1248,-8.05763918731151
1249,snowboarders,1249,-8.05763918731151
1250,sprinkles,1250,-8.05763918731151
1251,freezer,1251,-8.062345078348923
1252,direction,1252,-8.062345078348923
1253,frosted,1253,-8.062345078348923
1254,motion,1254,-8.062345078348923
1255,images,1255,-8.067073219544868
1256,floral,1256,-8.067073219544868
1257,shoulder,1257,-8.067073219544868
1258,tongue,1258,-8.071823822303466
1259,stuck,1259,-8.076597101056125
1260,paddle,1260,-8.076597101056125
1261,neon,1261,-8.076597101056125
1262,cargo,1262,-8.076597101056125
1263,gather,1263,-8.081393273319616
1264,london,1264,-8.081393273319616
1265,so,1265,-8.081393273319616
1266,tail,1266,-8.081393273319616
1267,item,1267,-8.086212559755566
1268,cupcakes,1268,-8.086212559755566
1269,selling,1269,-8.086212559755566
1270,fallen,1270,-8.086212559755566
1271,slopes,1271,-8.091055184231355
1272,chain,1272,-8.095921373882527
1273,surrounding,1273,-8.095921373882527
1274,speed,1274,-8.095921373882527
1275,strawberries,1275,-8.095921373882527
1276,competition,1276,-8.095921373882527
1277,pictured,1277,-8.100811359176719
1278,opposite,1278,-8.100811359176719
1279,rolls,1279,-8.100811359176719
1280,habitat,1280,-8.100811359176719
1281,desserts,1281,-8.11066365561973
1282,climbing,1282,-8.11066365561973
1283,gathering,1283,-8.11562644496186
1284,bank,1284,-8.11562644496186
1285,string,1285,-8.11562644496186
1286,spread,1286,-8.120613986472899
1287,great,1287,-8.120613986472899
1288,life,1288,-8.120613986472899
1289,pushing,1289,-8.120613986472899
1290,flip,1290,-8.120613986472899
1291,eye,1291,-8.125626528296442
1292,straw,1292,-8.125626528296442
1293,goat,1293,-8.125626528296442
1294,selfie,1294,-8.1306643223264
1295,asleep,1295,-8.1306643223264
1296,holder,1296,-8.1306643223264
1297,fast,1297,-8.1306643223264
1298,put,1298,-8.1306643223264
1299,range,1299,-8.1306643223264
1300,laughing,1300,-8.1306643223264
1301,blowing,1301,-8.1306643223264
1302,horseback,1302,-8.1306643223264
1303,moves,1303,-8.1306643223264
1304,groom,1304,-8.135727624282946
1305,bare,1305,-8.135727624282946
1306,mixed,1306,-8.135727624282946
1307,icing,1307,-8.135727624282946
1308,shallow,1308,-8.140816693790418
1309,counters,1309,-8.145931794457189
1310,basketball,1310,-8.145931794457189
1311,shiny,1311,-8.145931794457189
1312,tools,1312,-8.145931794457189
1313,objects,1313,-8.151073193957608
1314,microphone,1314,-8.151073193957608
1315,beef,1315,-8.15624116411605
1316,entrance,1316,-8.161435980993154
1317,you,1317,-8.161435980993154
1318,marble,1318,-8.166657924974306
1319,wait,1319,-8.166657924974306
1320,whole,1320,-8.166657924974306
1321,patch,1321,-8.166657924974306
1322,olives,1322,-8.166657924974306
1323,batting,1323,-8.166657924974306
1324,checkered,1324,-8.171907280860449
1325,headphones,1325,-8.171907280860449
1326,liquid,1326,-8.177184337961293
1327,featuring,1327,-8.182489390190986
1328,interior,1328,-8.182489390190986
1329,golden,1329,-8.187822736166348
1330,reaches,1330,-8.187822736166348
1331,catches,1331,-8.187822736166348
1332,carries,1332,-8.187822736166348
1333,handle,1333,-8.187822736166348
1334,feeder,1334,-8.187822736166348
1335,arrangement,1335,-8.193184679307734
1336,shirts,1336,-8.19857552794261
1337,double-decker,1337,-8.19857552794261
1338,position,1338,-8.19857552794261
1339,lighting,1339,-8.20399559541195
1340,opening,1340,-8.20399559541195
1341,design,1341,-8.20399559541195
1342,ben,1342,-8.20399559541195
1343,gravel,1343,-8.20399559541195
1344,delicious,1344,-8.20399559541195
1345,checking,1345,-8.209445200179514
1346,beard,1346,-8.209445200179514
1347,name,1347,-8.209445200179514
1348,grilled,1348,-8.209445200179514
1349,meadow,1349,-8.209445200179514
1350,cardboard,1350,-8.214924665944139
1351,covering,1351,-8.214924665944139
1352,stickers,1352,-8.214924665944139
1353,blonde,1353,-8.220434321755109
1354,haired,1354,-8.220434321755109
1355,urinal,1355,-8.220434321755109
1356,displays,1356,-8.220434321755109
1357,skirt,1357,-8.220434321755109
1358,travel,1358,-8.225974502130725
1359,shadow,1359,-8.225974502130725
1360,visible,1360,-8.225974502130725
1361,drive,1361,-8.225974502130725
1362,pack,1362,-8.225974502130725
1363,first,1363,-8.225974502130725
1364,duck,1364,-8.225974502130725
1365,carts,1365,-8.225974502130725
1366,controls,1366,-8.225974502130725
1367,covers,1367,-8.23154554718018
1368,miniature,1368,-8.23154554718018
1369,wears,1369,-8.23154554718018
1370,cafe,1370,-8.237147802728849
1371,flooring,1371,-8.237147802728849
1372,plaid,1372,-8.237147802728849
1373,grapes,1373,-8.237147802728849
1374,wing,1374,-8.237147802728849
1375,fountain,1375,-8.242781620447106
1376,hang,1376,-8.242781620447106
1377,condiments,1377,-8.242781620447106
1378,cookies,1378,-8.242781620447106
1379,travelling,1379,-8.242781620447106
1380,located,1380,-8.248447357982784
1381,following,1381,-8.248447357982784
1382,unmade,1382,-8.248447357982784
1383,league,1383,-8.248447357982784
1384,potato,1384,-8.248447357982784
1385,someones,1385,-8.254145379097421
1386,aerial,1386,-8.254145379097421
1387,exhibit,1387,-8.254145379097421
1388,shape,1388,-8.259876053806407
1389,ahead,1389,-8.259876053806407
1390,foil,1390,-8.259876053806407
1391,cleaning,1391,-8.265639758523156
1392,seats,1392,-8.265639758523156
1393,turning,1393,-8.265639758523156
1394,also,1394,-8.265639758523156
1395,muddy,1395,-8.265639758523156
1396,clay,1396,-8.265639758523156
1397,ham,1397,-8.265639758523156
1398,onion,1398,-8.271436876207481
1399,comforter,1399,-8.271436876207481
1400,pet,1400,-8.277267796518275
1401,nicely,1401,-8.277267796518275
1402,hallway,1402,-8.277267796518275
1403,series,1403,-8.277267796518275
1404,accessories,1404,-8.283132915970674
1405,lane,1405,-8.283132915970674
1406,fan,1406,-8.283132915970674
1407,sharing,1407,-8.283132915970674
1408,tabby,1408,-8.283132915970674
1409,bookshelf,1409,-8.283132915970674
1410,return,1410,-8.283132915970674
1411,mobile,1411,-8.289032638097861
1412,railway,1412,-8.289032638097861
1413,newspaper,1413,-8.294967373617675
1414,mini,1414,-8.294967373617675
1415,santa,1415,-8.294967373617675
1416,hills,1416,-8.294967373617675
1417,buffet,1417,-8.30093754060418
1418,sleeps,1418,-8.30093754060418
1419,rusty,1419,-8.30093754060418
1420,fishing,1420,-8.30093754060418
1421,jar,1421,-8.30093754060418
1422,seems,1422,-8.306943564664392
1423,funny,1423,-8.306943564664392
1424,butter,1424,-8.306943564664392
1425,rusted,1425,-8.306943564664392
1426,rainbow,1426,-8.306943564664392
1427,lamb,1427,-8.306943564664392
1428,freshly,1428,-8.312985879120355
1429,corn,1429,-8.312985879120355
1430,hugging,1430,-8.312985879120355
1431,stares,1431,-8.319064925196736
1432,mostly,1432,-8.319064925196736
1433,either,1433,-8.319064925196736
1434,stage,1434,-8.319064925196736
1435,posed,1435,-8.319064925196736
1436,backs,1436,-8.319064925196736
1437,ceramic,1437,-8.325181152214173
1438,father,1438,-8.325181152214173
1439,helping,1439,-8.325181152214173
1440,magnets,1440,-8.325181152214173
1441,thin,1441,-8.325181152214173
1442,size,1442,-8.325181152214173
1443,tractor,1443,-8.325181152214173
1444,tasty,1444,-8.325181152214173
1445,system,1445,-8.33133501778855
1446,brushes,1446,-8.33133501778855
1447,trolley,1447,-8.33133501778855
1448,advertisement,1448,-8.33133501778855
1449,teams,1449,-8.33133501778855
1450,twin,1450,-8.33133501778855
1451,pancakes,1451,-8.33133501778855
1452,iron,1452,-8.337526988036473
1453,gloves,1453,-8.337526988036473
1454,picking,1454,-8.337526988036473
1455,library,1455,-8.343757537787107
1456,lay,1456,-8.343757537787107
1457,watering,1457,-8.343757537787107
1458,burger,1458,-8.343757537787107
1459,alley,1459,-8.350027150800702
1460,bent,1460,-8.350027150800702
1461,coach,1461,-8.350027150800702
1462,leaving,1462,-8.356336319993968
1463,sniffing,1463,-8.356336319993968
1464,designed,1464,-8.356336319993968
1465,tablet,1465,-8.356336319993968
1466,chasing,1466,-8.356336319993968
1467,n't,1467,-8.356336319993968
1468,heart,1468,-8.356336319993968
1469,hood,1469,-8.362685547672626
1470,prepare,1470,-8.362685547672626
1471,industrial,1471,-8.362685547672626
1472,advertising,1472,-8.362685547672626
1473,attire,1473,-8.362685547672626
1474,shaking,1474,-8.362685547672626
1475,napkin,1475,-8.362685547672626
1476,gentleman,1476,-8.369075345771398
1477,foreign,1477,-8.369075345771398
1478,tries,1478,-8.369075345771398
1479,paw,1479,-8.369075345771398
1480,almost,1480,-8.369075345771398
1481,hose,1481,-8.369075345771398
1482,bouquet,1482,-8.369075345771398
1483,us,1483,-8.369075345771398
1484,countryside,1484,-8.369075345771398
1485,cases,1485,-8.369075345771398
1486,jumbo,1486,-8.369075345771398
1487,entertainment,1487,-8.369075345771398
1488,forward,1488,-8.375506236101689
1489,cuts,1489,-8.375506236101689
1490,chinese,1490,-8.375506236101689
1491,stoplight,1491,-8.375506236101689
1492,downtown,1492,-8.381978750607306
1493,metallic,1493,-8.381978750607306
1494,matching,1494,-8.381978750607306
1495,poster,1495,-8.381978750607306
1496,bakery,1496,-8.381978750607306
1497,calf,1497,-8.381978750607306
1498,dimly,1498,-8.388493431628499
1499,propped,1499,-8.388493431628499
1500,story,1500,-8.388493431628499
1501,pickle,1501,-8.388493431628499
1502,steeple,1502,-8.388493431628499
1503,multicolored,1503,-8.39505083217466
1504,mask,1504,-8.39505083217466
1505,chopped,1505,-8.39505083217466
1506,multi,1506,-8.39505083217466
1507,marina,1507,-8.39505083217466
1508,biting,1508,-8.39505083217466
1509,seagulls,1509,-8.40165151620601
1510,sub,1510,-8.40165151620601
1511,cowboy,1511,-8.40165151620601
1512,connected,1512,-8.40165151620601
1513,driveway,1513,-8.40165151620601
1514,ladder,1514,-8.40165151620601
1515,parrot,1515,-8.40165151620601
1516,owner,1516,-8.408296058924678
1517,words,1517,-8.408296058924678
1518,collar,1518,-8.408296058924678
1519,hamburger,1519,-8.408296058924678
1520,strip,1520,-8.414985047075476
1521,progress,1521,-8.414985047075476
1522,horns,1522,-8.414985047075476
1523,statues,1523,-8.414985047075476
1524,castle,1524,-8.414985047075476
1525,individual,1525,-8.42171907925682
1526,blow,1526,-8.42171907925682
1527,herself,1527,-8.42171907925682
1528,stool,1528,-8.42171907925682
1529,rails,1529,-8.42171907925682
1530,bikini,1530,-8.42171907925682
1531,piano,1531,-8.42171907925682
1532,sunlight,1532,-8.428498766242198
1533,booth,1533,-8.428498766242198
1534,driver,1534,-8.428498766242198
1535,hiding,1535,-8.428498766242198
1536,amongst,1536,-8.428498766242198
1537,onlookers,1537,-8.428498766242198
1538,devices,1538,-8.428498766242198
1539,heading,1539,-8.428498766242198
1540,larger,1540,-8.428498766242198
1541,calm,1541,-8.428498766242198
1542,busses,1542,-8.428498766242198
1543,tag,1543,-8.428498766242198
1544,sugar,1544,-8.428498766242198
1545,sets,1545,-8.435324731312598
1546,natural,1546,-8.435324731312598
1547,paws,1547,-8.435324731312598
1548,daytime,1548,-8.435324731312598
1549,furry,1549,-8.435324731312598
1550,far,1550,-8.435324731312598
1551,abandoned,1551,-8.435324731312598
1552,mans,1552,-8.435324731312598
1553,spinach,1553,-8.435324731312598
1554,heavy,1554,-8.435324731312598
1555,worker,1555,-8.435324731312598
1556,thrown,1556,-8.435324731312598
1557,seagull,1557,-8.44219761060036
1558,baking,1558,-8.44219761060036
1559,baggage,1559,-8.44219761060036
1560,trunks,1560,-8.44219761060036
1561,frisbees,1561,-8.44219761060036
1562,chest,1562,-8.449118053444934
1563,chefs,1563,-8.449118053444934
1564,neighborhood,1564,-8.449118053444934
1565,typing,1565,-8.449118053444934
1566,more,1566,-8.449118053444934
1567,crust,1567,-8.449118053444934
1568,cliff,1568,-8.449118053444934
1569,organized,1569,-8.456086722761027
1570,shining,1570,-8.456086722761027
1571,motorbike,1571,-8.456086722761027
1572,males,1572,-8.456086722761027
1573,rose,1573,-8.456086722761027
1574,circular,1574,-8.456086722761027
1575,racquets,1575,-8.456086722761027
1576,bats,1576,-8.456086722761027
1577,besides,1577,-8.463104295419674
1578,cold,1578,-8.463104295419674
1579,weather,1579,-8.463104295419674
1580,bearded,1580,-8.463104295419674
1581,mud,1581,-8.463104295419674
1582,ears,1582,-8.463104295419674
1583,cupcake,1583,-8.470171462642767
1584,cycle,1584,-8.470171462642767
1585,bay,1585,-8.47728893041163
1586,chili,1586,-8.47728893041163
1587,cupboards,1587,-8.484457419890242
1588,formal,1588,-8.484457419890242
1589,kick,1589,-8.484457419890242
1590,dusk,1590,-8.484457419890242
1591,tossing,1591,-8.484457419890242
1592,son,1592,-8.484457419890242
1593,wings,1593,-8.484457419890242
1594,candy,1594,-8.484457419890242
1595,wilderness,1595,-8.484457419890242
1596,folded,1596,-8.49167766786373
1597,contents,1597,-8.49167766786373
1598,backyard,1598,-8.49167766786373
1599,lambs,1599,-8.49167766786373
1600,resort,1600,-8.49895042719281
1601,bell,1601,-8.49895042719281
1602,audience,1602,-8.49895042719281
1603,cook,1603,-8.506276467284883
1604,hardwood,1604,-8.506276467284883
1605,balcony,1605,-8.506276467284883
1606,decor,1606,-8.506276467284883
1607,porch,1607,-8.506276467284883
1608,football,1608,-8.506276467284883
1609,cookie,1609,-8.506276467284883
1610,fans,1610,-8.506276467284883
1611,sailboat,1611,-8.506276467284883
1612,pickles,1612,-8.506276467284883
1613,storage,1613,-8.513656574582505
1614,mat,1614,-8.513656574582505
1615,sizes,1615,-8.513656574582505
1616,really,1616,-8.513656574582505
1617,t-shirt,1617,-8.513656574582505
1618,thick,1618,-8.513656574582505
1619,washing,1619,-8.521091553070024
1620,dishwasher,1620,-8.521091553070024
1621,lounge,1621,-8.521091553070024
1622,lounging,1622,-8.521091553070024
1623,apron,1623,-8.521091553070024
1624,helmets,1624,-8.521091553070024
1625,tunnel,1625,-8.521091553070024
1626,hospital,1626,-8.521091553070024
1627,bars,1627,-8.528582224799182
1628,neat,1628,-8.528582224799182
1629,licking,1629,-8.528582224799182
1630,upon,1630,-8.528582224799182
1631,decoration,1631,-8.528582224799182
